timestamp,speed,grade,state
47,12.89775398659354,-11.843234271956554,Transit
48,12.039706464346075,-13.209934759171817,Transit
49,12.684669037308732,-15.141507978483606,Transit
50,12.554909103266937,-10.447218952379226,Transit
51,9.717706112896577,-12.297610809506159,Transit
52,12.930478322291616,-12.15372783205378,Transit
53,12.824887526007306,-17.10397842019524,Transit
54,11.384216159704815,-12.808084214573103,Transit
55,13.190229195892712,-12.702286951015868,Transit
56,10.559583131630918,-12.19200642507197,Transit
57,13.053707669144655,-9.546044444204414,Transit
58,12.308786006171784,-12.701301056250154,Transit
59,12.473201819079549,-11.03642702143795,Transit
60,11.712758257522257,-13.476337444283665,Transit
61,11.43596876225428,-13.274447445128178,Transit
62,12.724034514082783,-14.113416593843928,Transit
63,9.675917392366015,-12.209135628295238,Transit
64,13.609431365971563,-15.76504010905936,Transit
65,13.092126359640073,-11.236949767382635,Transit
66,12.589251237776292,-14.051144357035673,Transit
67,14.01141257485708,-10.04422967909898,Transit
68,13.489884419867712,-13.953324483838111,Transit
69,11.99151260320678,-15.06238697081801,Transit
70,12.663533858714208,-12.360171006218584,Transit
71,10.95847956376741,-10.450285887649429,Transit
72,13.548342563977522,-14.947148713888843,Transit
73,14.205874030663608,-12.854184136505745,Transit
74,10.455383379627888,-11.58282434228969,Transit
75,12.493641906369074,-12.330521233027698,Transit
76,11.443941948144007,-14.606337704916488,Transit
77,11.837054920144471,-12.388425677748543,Transit
78,9.694597300780835,-12.966471862184857,Transit
79,13.350410677480065,-13.265543249910817,Transit
80,11.888843920410025,-11.228353613212045,Transit
81,12.462425189025605,-14.024444309595742,Transit
82,13.769390992364109,-13.106451336069073,Transit
83,11.750032619732314,-13.928101294936972,Transit
84,12.788397537894996,-11.680910599802576,Transit
85,13.525950535152347,-13.612234535947689,Transit
86,10.230376530497242,-12.0612193634127,Transit
87,10.101300530491596,-12.816703060407796,Transit
88,11.685394196428291,-11.419070810771208,Transit
89,10.205448656443266,-12.218123625919384,Transit
90,15.379035398104998,-11.163673394514621,Transit
91,9.924587345194116,-14.314621577169053,Transit
92,14.352198549072245,-14.242016436945878,Transit
93,11.76323306672129,-12.62382726285465,Transit
94,13.24972563103278,-14.638827356388166,Transit
95,14.418317328777626,-14.878842559738523,Transit
96,14.721579299189935,-14.08951902377749,Transit
97,12.276333091737682,-12.298404529752172,Transit
98,11.870686739935957,-13.464857354550087,Transit
99,15.298020045007757,-11.490778057148878,Transit
100,11.940747989694804,-12.946558452146386,Transit
101,9.23264252791176,-10.706779944940891,Transit
102,12.050758756825847,-12.11260338830291,Transit
103,11.061934933680778,-12.122558831529227,Transit
104,11.747932149112039,-14.556710773020797,Transit
105,11.010309613789657,-13.701576976125272,Transit
106,13.313533985233013,-12.72268328096575,Transit
107,12.549609443873862,-13.802499745979375,Transit
108,12.458502456461797,-15.09668658571156,Transit
109,11.33633218317435,-12.713251483207378,Transit
110,8.378452055238453,-13.511371444238621,Transit
111,11.16385701945564,-13.283649144592566,Transit
112,14.49555286521321,-13.167859147506158,Transit
113,10.949982929290242,-12.974829116699635,Transit
114,13.270687805975728,-13.934075334192826,Transit
115,12.357133603492636,-12.06685121382056,Transit
116,10.661895804439048,-13.423962005638899,Transit
117,12.695855185868307,-12.011103512588077,Transit
118,12.905812028626897,-14.155354947380633,Transit
119,12.669453367604579,-11.114094799222489,Transit
120,12.364457604093886,-12.638497281141088,Transit
121,13.938982339572162,-11.91204926640818,Transit
122,11.890787963834843,-15.502272412989777,Transit
123,12.244589421681367,-13.11164798526197,Transit
124,10.001412079373925,-13.358412161034698,Transit
125,10.136088797866053,-12.501140298226959,Transit
126,16.458512848024654,-11.768820992392243,Transit
127,13.725281870148898,-15.870233715571242,Transit
128,12.033921324463059,-13.7342832349485,Transit
129,11.750963948800548,-13.98672873593034,Transit
130,11.010975197394947,-15.048450126993465,Transit
131,12.657451373670837,-13.517985689911974,Transit
132,15.04384435402326,-10.42840499256128,Transit
133,13.74317010261767,-11.574197291500935,Transit
134,10.979087371670843,-11.948145048441575,Transit
135,13.505607765986522,-11.413998230694878,Transit
136,10.030546069286101,-11.873217774696965,Transit
137,12.646828510892481,-12.49357297455721,Transit
138,14.17378568424849,-11.486137468730842,Transit
139,11.88451179884015,-12.04328218306328,Transit
140,13.709778499856585,-16.932054914146626,Transit
141,10.9497020160379,-12.703155465170903,Transit
142,12.372132459942096,-13.766216688468022,Transit
143,12.787701708657806,-12.87694356635729,Transit
144,12.824979939796872,-12.553072942160556,Transit
145,12.721101400126477,-13.98315617057062,Transit
146,11.920992415567026,-15.11698290807762,Transit
147,12.072831087430645,-13.10535980645921,Transit
148,12.877519083049714,-13.299697622146317,Transit
149,11.436693781551938,-14.816203860384789,Transit
150,11.641479215947875,-10.716810432561262,Transit
151,10.7883333414784,-13.383643617660999,Transit
152,9.809969451033426,-10.907238729560419,Transit
153,9.373811882370457,-12.275867131837012,Transit
154,11.740589910013444,-13.508543894641692,Transit
155,11.426727437844258,-12.57820115600466,Transit
156,12.759504073210593,-13.693201041960023,Transit
157,12.212375012440173,-14.609780267480772,Transit
158,13.38546405214844,-14.3216467812137,Transit
159,12.631818298514068,-10.834092348510671,Transit
160,10.152940445737535,-12.577308779365525,Transit
161,12.599189807797915,-11.127059823114013,Transit
162,13.032280290455798,-14.87781148747625,Transit
163,12.09519985813182,-16.799318789293878,Transit
164,11.021990149311105,-10.19579154711623,Transit
165,11.316766941661122,-12.043538093194515,Transit
166,12.345726878977462,-13.908219479945853,Transit
167,14.118152954226634,-12.461334776589418,Transit
168,12.507160889662853,-11.518563799601303,Transit
169,11.250612435560841,-8.655365724745469,Transit
170,10.610402014575723,-12.257400622538757,Transit
171,9.96109270602409,-12.229135772279403,Transit
172,13.925673968435655,-11.626598285748866,Transit
173,9.3763081949038,-11.432025638077954,Transit
174,13.831288793562033,-11.836440747920898,Transit
175,13.839783041702244,-11.484393550708749,Transit
176,11.973630007646603,-15.09832899828598,Transit
177,8.639031561966505,-13.152055282737848,Transit
178,9.77195334925184,-13.62603901403718,Transit
179,12.251974489739737,-14.39769492894805,Transit
180,14.71465672952952,-13.715924731623048,Transit
181,12.257937417115631,-15.056185494225275,Transit
182,10.867348089186148,-9.89155637264783,Transit
183,13.285654457419108,-12.804457248632412,Transit
184,13.201064104398856,-11.98848580432195,Transit
185,11.5330025057017,-13.753063024604106,Transit
186,13.692278061925972,-14.599325865626096,Transit
187,10.246814003857391,-13.58703115798929,Transit
188,10.562868504011778,-12.101588389878902,Transit
189,12.912350132692344,-15.049685119839186,Transit
190,12.518667544753056,-11.09827258397712,Transit
191,12.083111707867472,-12.858456462520003,Transit
192,10.845606317793607,-12.517705737753344,Transit
193,12.800347431082926,-15.035861493338274,Transit
194,10.909433296705163,-11.486534332067082,Transit
195,11.114599326264283,-12.67687410042453,Transit
196,14.0945016505688,-16.653992001770437,Transit
197,13.964030962883648,-11.15993907002856,Transit
198,15.333978403741519,-14.663477546981703,Transit
199,12.872537922769775,-13.104341842644578,Transit
200,10.923142040893325,-14.938128358710859,Transit
201,13.791225716693376,-12.399453720432762,Transit
202,12.572175836565952,-13.354504199114166,Transit
203,12.60985574119215,-10.691920435926587,Transit
204,13.822048936356849,-16.213189031790627,Transit
205,9.821206786193116,-14.986068532865799,Transit
206,11.02409921687581,-11.253169733866992,Transit
207,11.613103354157442,-13.577051982580272,Transit
208,10.260683808893912,-13.600741282745059,Transit
209,13.116312592830392,-12.333054131104596,Transit
210,11.897159059044606,-12.437883706512327,Transit
211,16.072047696574653,-12.98301196054753,Transit
212,13.824520081887671,-12.399433214549882,Transit
213,10.753617977390732,-15.092142993935079,Transit
214,11.19864080019817,-13.839921714537054,Transit
215,14.688125808336007,-14.137690641132215,Transit
216,11.755330987140447,-13.30339960710662,Transit
217,12.664659169794357,-14.396333970519096,Transit
218,10.913885689614593,-11.445675586001943,Transit
219,10.95454988050673,-15.91210501612855,Transit
220,10.829679553867585,-13.518338655092192,Transit
221,12.934453300708416,-11.610800346186762,Transit
222,13.481209800527463,-12.313350885058206,Transit
223,11.825201033177958,-13.687304394226082,Transit
224,14.149360808711517,-14.658146073017027,Transit
225,11.345290813728448,-12.144192536430841,Transit
226,11.520537963218635,-12.146323808190832,Transit
227,12.577338545071758,-13.271441548389403,Transit
228,11.005654446973082,-13.850500817331586,Transit
229,14.48751735962307,-11.231187891950153,Transit
230,13.285164675576725,-11.012612709011904,Transit
231,11.360768523380685,-13.843560437264752,Transit
232,13.80270413874041,-12.296791816742246,Transit
233,11.477385074588593,-10.210318925175711,Transit
234,9.92218364421666,-10.109913263243147,Transit
235,13.946227220700324,-13.07920689537316,Transit
236,11.716054608055805,-13.391091971626834,Transit
237,8.666198272922752,-10.453746354938431,Transit
238,14.894607489924464,-13.141178401723113,Transit
239,10.03450340180181,-13.278816484751111,Transit
240,13.20687565084279,-12.915088223723112,Transit
241,14.561949814626104,-15.19180637525644,Transit
242,12.717387697059475,-13.091517901741861,Transit
243,13.231998691678795,-13.937992463212037,Transit
244,10.057490649355167,-13.73995059027667,Transit
245,14.277649034530716,-14.718657002835949,Transit
246,11.59425758261352,-11.902769010749235,Transit
247,11.76113165931423,-13.192839770225508,Transit
248,10.065751683508125,-13.799083429464117,Transit
249,11.85825245982452,-13.240227661682558,Transit
250,11.262393876098404,-8.996672975713702,Transit
251,11.867599387424814,-13.645957862972734,Transit
252,8.977500412081593,-13.267153360671296,Transit
253,14.55979936760424,-11.930706618184049,Transit
254,12.705919000281458,-12.32929038721408,Transit
255,12.750835663957751,-14.098363845565638,Transit
256,11.382830495375371,-14.595313103437682,Transit
257,13.520313680864266,-12.269893056492839,Transit
258,10.7246959027595,-14.63919767347224,Transit
259,12.513613602778916,-15.829486291904882,Transit
260,11.462392615045532,-12.449184416438623,Transit
261,12.179265956634355,-12.318702277159746,Transit
262,13.133453506075574,-12.388786616757661,Transit
263,12.456329907137013,-12.60228437678279,Transit
264,13.728108897190992,-14.131269839913454,Transit
265,12.215571046850265,-13.690515816841163,Transit
266,8.148909004862773,-13.314481018947808,Transit
267,12.094755053799133,-15.767884074410125,Transit
268,12.165266325711743,-12.538629502604572,Transit
269,9.69419660616537,-13.038206329526218,Transit
270,13.142931088571634,-11.288507497247192,Transit
271,13.65103536632042,-11.818101930236555,Transit
272,14.333071990094458,-12.911403114128275,Transit
273,12.10431494341119,-14.877195823547774,Transit
274,11.667692507771557,-10.84544588659012,Transit
275,10.510965761895212,-12.843838839224304,Transit
276,10.37085798662916,-12.760141616252161,Transit
277,11.805163436307858,-12.193365211931804,Transit
278,10.709369958417836,-13.182141850330662,Transit
279,13.787348212840428,-14.096577025921823,Transit
280,12.775601555655411,-10.934785447149762,Transit
281,12.136039700837292,-10.747141608771912,Transit
282,11.196883935510838,-12.601348497526228,Transit
283,12.185877552647023,-14.371520172091136,Transit
284,12.077117935707454,-13.426129864703174,Transit
285,13.9243232849682,-13.996097397871697,Transit
286,12.281906067632963,-13.540071451932462,Transit
287,16.190623582075684,-13.46640269856071,Transit
288,12.645439534036868,-12.7009769530635,Transit
289,13.05255137887454,-13.06969338272093,Transit
290,13.53058333866226,-13.164744176007442,Transit
291,12.373373955334205,-11.863976260995102,Transit
292,9.896677398398737,-13.653545199248825,Transit
293,14.564124921245142,-12.106838100975741,Transit
294,9.53912804897374,-9.549088172596756,Transit
295,10.806653255403596,-12.06804237036323,Transit
296,11.567045688027159,-14.168985020514905,Transit
297,11.330718074543226,-12.449098501433205,Transit
298,11.414457604645287,-13.266096642322868,Transit
299,11.676544771351983,-13.340833298916492,Transit
300,11.234001095383826,-13.327326098026585,Transit
301,11.783949152863357,-13.782741960574764,Transit
302,11.207169821243061,-13.537634096549635,Transit
303,11.393966181029699,-14.09920153447965,Transit
304,9.154092302560866,-11.729536683600056,Transit
305,13.388790368668612,-12.330421739294655,Transit
306,11.578571665164084,-12.79394156324521,Transit
307,14.325678877756275,-11.196248040006694,Transit
308,12.583171381449624,-13.356298889339975,Transit
309,11.775199561104634,-10.39015310054652,Transit
310,10.405728361620607,-11.51266974415076,Transit
311,13.133501343850034,-10.153842796855617,Transit
312,13.447535486229869,-13.609514167589763,Transit
313,12.95086861781444,-11.70244073759438,Transit
314,12.380278805530375,-14.312192622379497,Transit
315,11.253112472693,-14.788532267477704,Transit
316,8.351743212415872,-11.235760580645422,Transit
317,12.16594408468201,-14.542836147544728,Transit
318,9.018887364236,-13.903790624614478,Transit
319,11.596664761981815,-12.630375492741791,Transit
320,14.146368568534996,-10.876077034478637,Transit
321,13.222930531785691,-14.519188193807299,Transit
322,11.24913524420508,-14.199962789187872,Transit
323,13.560647656619011,-12.894452046962558,Transit
324,11.458487350865932,-12.092408766046185,Transit
325,12.837154537376199,-13.012533978781176,Transit
326,10.84458372041675,-13.136704720264442,Transit
327,13.607688061989176,-14.269332854739519,Transit
328,13.562544644063067,-13.210080223585996,Transit
329,8.791806008860334,-15.476173355646248,Transit
330,12.741537973909104,-10.199523827993364,Transit
331,10.462248389094363,-11.687699264011632,Transit
332,11.916212119185944,-10.489590090222611,Transit
333,13.00372684130077,-13.607974517411922,Transit
334,13.156551923766626,-14.098235326928103,Transit
335,11.32990258073887,-13.371350981772325,Transit
336,13.131263432622594,-11.904396208683117,Transit
337,12.606620928020016,-11.37249385714393,Transit
338,12.056535162757632,-11.640512837125431,Transit
339,12.162618827202328,-13.049362532026434,Transit
340,11.301825372805487,-12.777871409307519,Transit
341,13.000145122282563,-14.321014242002708,Transit
342,13.128196680401327,-12.922389536733856,Transit
343,14.312076056425049,-14.181060392410869,Transit
344,12.20930553843786,-11.123008372938202,Transit
345,13.24664729058841,-14.156882768647275,Transit
346,8.932537975934142,-13.477252107475731,Transit
347,8.375335383338378,-14.509944924255098,Transit
348,11.53114583511669,-11.379801399448686,Transit
349,13.003555237556597,-12.683415453998663,Transit
350,10.228396708351061,-11.768601292908965,Transit
351,9.736786415137091,-12.07823271244542,Transit
352,10.831353241137036,-11.781749927848246,Transit
353,9.800241874401518,-14.888667826501747,Transit
354,11.896931423868827,-11.654674336818642,Transit
355,11.680071710367168,-14.474930862194041,Transit
356,11.792978442678056,-12.373727629258813,Transit
357,12.922004198448255,-11.593558923906606,Transit
358,9.088194032515386,-11.667154934045136,Transit
359,12.082479366453502,-13.404473532966183,Transit
360,12.297953110306787,-11.013638597204967,Transit
361,11.279998050960995,-13.030094226932125,Transit
362,11.916047786926846,-13.150849468874371,Transit
363,12.144024532598204,-11.995330833545435,Transit
364,14.953353851571618,-12.639859843963514,Transit
365,14.417134696642933,-13.07188536175095,Transit
366,14.78517503711183,-13.300315870617382,Transit
367,10.663585305367373,-14.34168322181028,Transit
368,12.613494140611998,-11.608940211380187,Transit
369,12.182929187971206,-12.45008166453311,Transit
370,12.740229235778173,-11.921084161842177,Transit
371,12.008692214088283,-11.248771581452026,Transit
372,10.786306191329095,-11.474514944237104,Transit
373,14.048687823302352,-11.606992733739856,Transit
374,11.186696424356839,-13.540087657181083,Transit
375,12.337218378803797,-10.251441524725031,Transit
376,11.825704766610487,-12.425187729670782,Transit
377,10.579954741633982,-13.815477444894189,Transit
378,14.968557900926092,-13.508517004384386,Transit
379,8.5523131459286,-13.064338278090739,Transit
380,11.376740454330626,-12.70706185293326,Transit
381,11.325652254209702,-14.210106836420955,Transit
382,10.272033366984756,-13.911408584850063,Transit
383,13.70987634037146,-15.178486290586386,Transit
384,11.841204987860051,-14.161314757939701,Transit
385,9.391373445006229,-13.263593428894637,Transit
386,9.70216938199202,-12.15431248809437,Transit
387,13.269614467307223,-12.423978333071826,Transit
388,10.555504549006475,-12.599696000139597,Transit
389,12.086151207468935,-12.35430367714336,Transit
390,11.543410753396627,-14.414720828645327,Transit
391,13.311790810438943,-11.65964554722189,Transit
392,11.327788790634573,-12.061749527368033,Transit
393,13.94903862064082,-14.64361361248251,Transit
394,12.593535852342194,-11.49804878812869,Transit
395,10.271782031375434,-15.334324260239967,Transit
396,10.71329321537395,-12.460874431993838,Transit
397,11.25443645787321,-12.792842154528016,Transit
398,12.70297112194972,-14.077405889118733,Transit
399,14.575797459941585,-13.035194084484983,Transit
400,10.937847508899381,-12.052918915435487,Transit
401,13.88303080350685,-11.612898254614022,Transit
402,11.008911596888362,-17.06070203802979,Transit
403,12.201392039904999,-10.430688137168309,Transit
404,10.831135847090035,-14.641397637756777,Transit
405,12.902896760735786,-12.509593698676069,Transit
406,13.470817211480139,-14.085117522878948,Transit
407,11.774195742612493,-10.87614061007614,Transit
408,12.464956900156599,-14.345179302960377,Transit
409,12.368536958862807,-14.048507373370871,Transit
410,11.383007346059898,-13.357963960172988,Transit
411,11.742337463870129,-10.56398667714505,Transit
412,12.66436454632474,-15.142533985607137,Transit
413,11.172054262527128,-10.973830203861683,Transit
414,15.16895528908573,-9.84886653691272,Transit
415,10.36479190250148,-15.257662098793013,Transit
416,13.539139183454942,-11.858976863465834,Transit
417,13.548907575501033,-11.310569993071713,Transit
418,14.008147157265782,-13.33538265928364,Transit
419,13.393433595648792,-12.771274859284816,Transit
420,12.263904519925344,-15.739709695395359,Transit
421,10.694501333391118,-12.533528273202645,Transit
422,13.289241837993332,-15.22672580253397,Transit
423,12.318966506110192,-11.951936656365394,Transit
424,13.580746739785269,-14.11616939759117,Transit
425,11.718486306019068,-12.50048984855616,Transit
426,10.333003430145649,-12.199758092958396,Transit
427,13.093903786658514,-14.198276170114049,Transit
428,13.347796830982514,-13.23244203434377,Transit
429,12.798335281127605,-15.271439564404158,Transit
430,13.240614199940895,-14.047625867730487,Transit
431,11.882368177299357,-12.687656059915195,Transit
432,12.069642995176975,-11.69682907613104,Transit
433,10.390280404037195,-13.34655174278073,Transit
434,11.708280813155312,-12.551886092422393,Transit
435,9.706339490961987,-13.782378659151405,Transit
436,10.256072866314451,-14.896818517236934,Transit
437,13.338538040614853,-15.203571885714965,Transit
438,8.371733455437724,-13.59454334252592,Transit
439,10.60783521120847,-11.097235178606486,Transit
440,13.022415356400044,-15.402307391866572,Transit
441,12.830951945337727,-13.729838984562427,Transit
442,10.205131044921682,-14.879875226723183,Transit
443,12.239306047611375,-13.2413874129974,Transit
444,10.288181238582887,-13.019385854372048,Transit
445,12.13168663102177,-12.823065435145267,Transit
446,13.555687188709971,-12.776132725336156,Transit
447,11.172659580234344,-14.726737673163155,Transit
448,10.083623307563757,-13.445817759763127,Transit
449,11.588949060634423,-12.929580544293533,Transit
450,15.508551047429496,-12.093264096345647,Transit
451,14.064334312792296,-11.879509283928899,Transit
452,11.306849732658188,-14.093439320426588,Transit
453,11.68173269523733,-10.102703282656584,Transit
454,12.727284994674523,-12.938075971712438,Transit
455,12.570172158736144,-14.301965066155406,Transit
456,12.349028899196016,-15.803324260277536,Transit
457,13.118225014001627,-12.901812904767446,Transit
458,13.9563752352685,-14.485592186949116,Transit
459,10.613586871029018,-9.608034658187075,Transit
460,12.203734924374652,-14.211391337931518,Transit
461,13.864656604049753,-7.951744546707198,Transit
462,11.204155106180766,-11.296401179010646,Transit
463,11.4807638021291,-13.184728818863697,Transit
464,10.97971604930884,-13.88376044017243,Transit
465,13.31074112169887,-12.180360929141994,Transit
466,14.531249522088194,-11.729787175057385,Transit
467,11.363643446115356,-13.209567031015736,Transit
468,12.376846334279675,-12.529034093462581,Transit
469,13.183818213887424,-14.376353750093106,Transit
470,10.204505035579976,-15.646358861580888,Transit
471,13.489744169310597,-13.708895065392975,Transit
472,12.784157094431306,-15.134284809215924,Transit
473,11.579365740902466,-12.384368788743565,Transit
474,13.399569858210498,-13.25091050058508,Transit
475,12.165349583290656,-12.65380572099119,Transit
476,9.069590823538437,-9.503351523511835,Transit
477,14.094421052102394,-15.060788025134723,Transit
478,12.807285298280528,-13.101880771645478,Transit
479,10.180667316335658,-12.108415968525582,Transit
480,11.993053472332795,-11.195551870398535,Transit
481,10.64506658842404,-12.477620936873766,Transit
482,12.183779957695887,-12.900091589525122,Transit
483,11.521676643501644,-15.266513610310566,Transit
484,10.957904869423801,-15.450243274868502,Transit
485,9.912358954269248,-11.276735666502207,Transit
486,14.441596394872551,-13.414405692764223,Transit
487,12.54217290837426,-12.460290449165472,Transit
488,13.66018129738885,-11.337620676597478,Transit
489,12.809993265728487,-14.400720662152906,Transit
490,11.585794087365958,-12.036019061211695,Transit
491,11.661769578229292,-9.067051938358231,Transit
492,12.476178893324114,-15.12518621885767,Transit
493,12.332974882166997,-13.83654872713455,Transit
494,13.753722026340732,-13.02475760919288,Transit
495,11.910797771661572,-14.50655710692623,Transit
496,10.67907672264427,-14.794907355127645,Transit
497,10.796392419265615,-16.298742945214354,Transit
498,12.266055505196599,-14.480204460264442,Transit
499,9.721055345185789,-12.503647915596133,Transit
